Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
622A0_S61_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 56.0)	(13.0, 177.0)	(14.0, 118.0)	(15.0, 80.0)	(16.0, 68.0)	(17.0, 77.0)	(18.0, 108.0)	(19.0, 171.0)	(20.0, 223.0)	(21.0, 309.0)	(22.0, 374.0)	(23.0, 486.0)	(24.0, 589.0)	(25.0, 784.0)	(26.0, 1070.0)	(27.0, 1282.0)	(28.0, 1764.0)	(29.0, 2270.0)	(30.0, 3124.0)	(31.0, 4191.0)	(32.0, 5727.0)	(33.0, 7018.0)	(34.0, 6457.0)	(35.0, 2885.0)	(36.0, 229.0)	(37.0, 6.0)
622A14_S62_L001_R1_001	(18.0, 1.0)	(19.0, 9.0)	(20.0, 15.0)	(21.0, 45.0)	(22.0, 92.0)	(23.0, 139.0)	(24.0, 146.0)	(25.0, 194.0)	(26.0, 217.0)	(27.0, 257.0)	(28.0, 313.0)	(29.0, 407.0)	(30.0, 529.0)	(31.0, 666.0)	(32.0, 877.0)	(33.0, 1297.0)	(34.0, 1854.0)	(35.0, 2969.0)	(36.0, 6110.0)	(37.0, 8960.0)																
622A14_S62_L001_R2_001	(11.0, 3.0)	(12.0, 50.0)	(13.0, 121.0)	(14.0, 96.0)	(15.0, 53.0)	(16.0, 47.0)	(17.0, 57.0)	(18.0, 75.0)	(19.0, 124.0)	(20.0, 132.0)	(21.0, 177.0)	(22.0, 271.0)	(23.0, 308.0)	(24.0, 398.0)	(25.0, 551.0)	(26.0, 751.0)	(27.0, 997.0)	(28.0, 1353.0)	(29.0, 1783.0)	(30.0, 2403.0)	(31.0, 3064.0)	(32.0, 3689.0)	(33.0, 4024.0)	(34.0, 3188.0)	(35.0, 1284.0)	(36.0, 91.0)	(37.0, 7.0)									
622B0_S63_L001_R1_001	(2.0, 2.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 2.0)	(18.0, 1.0)	(19.0, 5.0)	(20.0, 10.0)	(21.0, 27.0)	(22.0, 72.0)	(23.0, 90.0)	(24.0, 132.0)	(25.0, 152.0)	(26.0, 201.0)	(27.0, 218.0)	(28.0, 256.0)	(29.0, 331.0)	(30.0, 487.0)	(31.0, 605.0)	(32.0, 764.0)	(33.0, 1050.0)	(34.0, 1523.0)	(35.0, 2523.0)	(36.0, 5615.0)	(37.0, 10987.0)
622B0_S63_L001_R2_001	(2.0, 2.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 6.0)	(12.0, 36.0)	(13.0, 109.0)	(14.0, 101.0)	(15.0, 37.0)	(16.0, 42.0)	(17.0, 57.0)	(18.0, 86.0)	(19.0, 104.0)	(20.0, 127.0)	(21.0, 182.0)	(22.0, 215.0)	(23.0, 277.0)	(24.0, 327.0)	(25.0, 498.0)	(26.0, 592.0)	(27.0, 793.0)	(28.0, 1017.0)	(29.0, 1439.0)	(30.0, 1917.0)	(31.0, 2629.0)	(32.0, 3576.0)	(33.0, 4502.0)	(34.0, 4290.0)	(35.0, 1914.0)	(36.0, 173.0)	(37.0, 5.0)
622B14_S64_L001_R1_001	(2.0, 2.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 1.0)	(19.0, 7.0)	(20.0, 14.0)	(21.0, 30.0)	(22.0, 75.0)	(23.0, 116.0)	(24.0, 134.0)	(25.0, 151.0)	(26.0, 160.0)	(27.0, 215.0)	(28.0, 288.0)	(29.0, 369.0)	(30.0, 461.0)	(31.0, 631.0)	(32.0, 836.0)	(33.0, 1144.0)	(34.0, 1636.0)	(35.0, 2627.0)	(36.0, 5500.0)	(37.0, 8262.0)
622B14_S64_L001_R2_001	(2.0, 2.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 3.0)	(12.0, 43.0)	(13.0, 131.0)	(14.0, 73.0)	(15.0, 48.0)	(16.0, 47.0)	(17.0, 61.0)	(18.0, 76.0)	(19.0, 97.0)	(20.0, 169.0)	(21.0, 162.0)	(22.0, 250.0)	(23.0, 363.0)	(24.0, 371.0)	(25.0, 514.0)	(26.0, 712.0)	(27.0, 923.0)	(28.0, 1126.0)	(29.0, 1606.0)	(30.0, 2055.0)	(31.0, 2598.0)	(32.0, 3100.0)	(33.0, 3531.0)	(34.0, 3162.0)	(35.0, 1321.0)	(36.0, 113.0)	(37.0, 3.0)
639A0_S81_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 1.0)	(19.0, 14.0)	(20.0, 16.0)	(21.0, 47.0)	(22.0, 99.0)	(23.0, 140.0)	(24.0, 160.0)	(25.0, 163.0)	(26.0, 247.0)	(27.0, 284.0)	(28.0, 337.0)	(29.0, 479.0)	(30.0, 564.0)	(31.0, 754.0)	(32.0, 966.0)	(33.0, 1465.0)	(34.0, 2199.0)	(35.0, 3526.0)	(36.0, 7224.0)	(37.0, 13484.0)
639A0_S81_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 45.0)	(13.0, 164.0)	(14.0, 97.0)	(15.0, 46.0)	(16.0, 50.0)	(17.0, 60.0)	(18.0, 68.0)	(19.0, 120.0)	(20.0, 153.0)	(21.0, 214.0)	(22.0, 319.0)	(23.0, 342.0)	(24.0, 459.0)	(25.0, 586.0)	(26.0, 761.0)	(27.0, 1049.0)	(28.0, 1376.0)	(29.0, 1893.0)	(30.0, 2736.0)	(31.0, 3400.0)	(32.0, 4388.0)	(33.0, 5218.0)	(34.0, 5462.0)	(35.0, 2845.0)	(36.0, 315.0)	(37.0, 2.0)
639B14_S84_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 2.0)	(19.0, 9.0)	(20.0, 26.0)	(21.0, 41.0)	(22.0, 103.0)	(23.0, 89.0)	(24.0, 131.0)	(25.0, 169.0)	(26.0, 184.0)	(27.0, 255.0)	(28.0, 337.0)	(29.0, 389.0)	(30.0, 500.0)	(31.0, 729.0)	(32.0, 999.0)	(33.0, 1362.0)	(34.0, 2032.0)	(35.0, 3316.0)	(36.0, 6914.0)	(37.0, 12428.0)
639B14_S84_L001_R2_001	(11.0, 2.0)	(12.0, 41.0)	(13.0, 140.0)	(14.0, 89.0)	(15.0, 52.0)	(16.0, 40.0)	(17.0, 69.0)	(18.0, 96.0)	(19.0, 139.0)	(20.0, 151.0)	(21.0, 207.0)	(22.0, 249.0)	(23.0, 289.0)	(24.0, 403.0)	(25.0, 522.0)	(26.0, 710.0)	(27.0, 927.0)	(28.0, 1273.0)	(29.0, 1681.0)	(30.0, 2375.0)	(31.0, 3166.0)	(32.0, 4237.0)	(33.0, 5464.0)	(34.0, 5160.0)	(35.0, 2337.0)	(36.0, 192.0)	(37.0, 5.0)									
640A0_S85_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 3.0)	(19.0, 6.0)	(20.0, 15.0)	(21.0, 32.0)	(22.0, 58.0)	(23.0, 91.0)	(24.0, 99.0)	(25.0, 123.0)	(26.0, 152.0)	(27.0, 224.0)	(28.0, 260.0)	(29.0, 356.0)	(30.0, 479.0)	(31.0, 606.0)	(32.0, 872.0)	(33.0, 1155.0)	(34.0, 1777.0)	(35.0, 2949.0)	(36.0, 6004.0)	(37.0, 12936.0)
640A0_S85_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 3.0)	(12.0, 31.0)	(13.0, 132.0)	(14.0, 95.0)	(15.0, 49.0)	(16.0, 35.0)	(17.0, 60.0)	(18.0, 82.0)	(19.0, 128.0)	(20.0, 147.0)	(21.0, 169.0)	(22.0, 245.0)	(23.0, 296.0)	(24.0, 360.0)	(25.0, 480.0)	(26.0, 669.0)	(27.0, 854.0)	(28.0, 1115.0)	(29.0, 1481.0)	(30.0, 2035.0)	(31.0, 2798.0)	(32.0, 3794.0)	(33.0, 5116.0)	(34.0, 5170.0)	(35.0, 2639.0)	(36.0, 210.0)	(37.0, 5.0)
640A14_S86_L001_R1_001	(18.0, 1.0)	(19.0, 9.0)	(20.0, 14.0)	(21.0, 62.0)	(22.0, 103.0)	(23.0, 102.0)	(24.0, 134.0)	(25.0, 183.0)	(26.0, 193.0)	(27.0, 267.0)	(28.0, 336.0)	(29.0, 439.0)	(30.0, 533.0)	(31.0, 669.0)	(32.0, 1013.0)	(33.0, 1301.0)	(34.0, 2007.0)	(35.0, 3323.0)	(36.0, 6560.0)	(37.0, 11121.0)																
640A14_S86_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 33.0)	(13.0, 103.0)	(14.0, 92.0)	(15.0, 50.0)	(16.0, 35.0)	(17.0, 46.0)	(18.0, 57.0)	(19.0, 87.0)	(20.0, 133.0)	(21.0, 151.0)	(22.0, 200.0)	(23.0, 285.0)	(24.0, 334.0)	(25.0, 460.0)	(26.0, 553.0)	(27.0, 817.0)	(28.0, 1009.0)	(29.0, 1395.0)	(30.0, 1955.0)	(31.0, 2674.0)	(32.0, 3504.0)	(33.0, 5165.0)	(34.0, 5668.0)	(35.0, 3211.0)	(36.0, 346.0)	(37.0, 6.0)
640B0_S87_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 2.0)	(19.0, 5.0)	(20.0, 32.0)	(21.0, 74.0)	(22.0, 134.0)	(23.0, 161.0)	(24.0, 187.0)	(25.0, 216.0)	(26.0, 259.0)	(27.0, 376.0)	(28.0, 482.0)	(29.0, 575.0)	(30.0, 753.0)	(31.0, 1007.0)	(32.0, 1361.0)	(33.0, 1898.0)	(34.0, 2871.0)	(35.0, 4849.0)	(36.0, 9860.0)	(37.0, 15274.0)
640B0_S87_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 55.0)	(13.0, 177.0)	(14.0, 122.0)	(15.0, 59.0)	(16.0, 63.0)	(17.0, 50.0)	(18.0, 86.0)	(19.0, 94.0)	(20.0, 138.0)	(21.0, 204.0)	(22.0, 265.0)	(23.0, 323.0)	(24.0, 428.0)	(25.0, 610.0)	(26.0, 830.0)	(27.0, 1046.0)	(28.0, 1423.0)	(29.0, 1877.0)	(30.0, 2756.0)	(31.0, 3915.0)	(32.0, 5315.0)	(33.0, 7185.0)	(34.0, 8131.0)	(35.0, 4716.0)	(36.0, 503.0)	(37.0, 5.0)
640B14_S88_L001_R1_001	(2.0, 2.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 1.0)	(17.0, 0.0)	(18.0, 3.0)	(19.0, 11.0)	(20.0, 20.0)	(21.0, 66.0)	(22.0, 117.0)	(23.0, 154.0)	(24.0, 215.0)	(25.0, 258.0)	(26.0, 312.0)	(27.0, 403.0)	(28.0, 490.0)	(29.0, 678.0)	(30.0, 848.0)	(31.0, 1123.0)	(32.0, 1496.0)	(33.0, 2085.0)	(34.0, 3139.0)	(35.0, 5048.0)	(36.0, 10527.0)	(37.0, 18003.0)
640B14_S88_L001_R2_001	(2.0, 2.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 5.0)	(12.0, 55.0)	(13.0, 210.0)	(14.0, 150.0)	(15.0, 68.0)	(16.0, 67.0)	(17.0, 93.0)	(18.0, 117.0)	(19.0, 183.0)	(20.0, 266.0)	(21.0, 299.0)	(22.0, 405.0)	(23.0, 495.0)	(24.0, 625.0)	(25.0, 863.0)	(26.0, 1087.0)	(27.0, 1447.0)	(28.0, 1862.0)	(29.0, 2427.0)	(30.0, 3158.0)	(31.0, 4355.0)	(32.0, 5971.0)	(33.0, 7755.0)	(34.0, 8336.0)	(35.0, 4307.0)	(36.0, 382.0)	(37.0, 9.0)
644A14_S90_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 2.0)	(19.0, 5.0)	(20.0, 14.0)	(21.0, 39.0)	(22.0, 51.0)	(23.0, 107.0)	(24.0, 102.0)	(25.0, 111.0)	(26.0, 161.0)	(27.0, 193.0)	(28.0, 264.0)	(29.0, 303.0)	(30.0, 434.0)	(31.0, 532.0)	(32.0, 764.0)	(33.0, 1022.0)	(34.0, 1639.0)	(35.0, 2734.0)	(36.0, 5908.0)	(37.0, 12711.0)
644A14_S90_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 1.0)	(11.0, 1.0)	(12.0, 30.0)	(13.0, 112.0)	(14.0, 99.0)	(15.0, 68.0)	(16.0, 39.0)	(17.0, 61.0)	(18.0, 68.0)	(19.0, 78.0)	(20.0, 126.0)	(21.0, 170.0)	(22.0, 203.0)	(23.0, 257.0)	(24.0, 283.0)	(25.0, 412.0)	(26.0, 539.0)	(27.0, 704.0)	(28.0, 943.0)	(29.0, 1320.0)	(30.0, 1768.0)	(31.0, 2511.0)	(32.0, 3511.0)	(33.0, 4725.0)	(34.0, 5476.0)	(35.0, 3250.0)	(36.0, 337.0)	(37.0, 4.0)
644B0_S91_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 1.0)	(17.0, 2.0)	(18.0, 0.0)	(19.0, 10.0)	(20.0, 17.0)	(21.0, 51.0)	(22.0, 103.0)	(23.0, 111.0)	(24.0, 167.0)	(25.0, 138.0)	(26.0, 216.0)	(27.0, 248.0)	(28.0, 341.0)	(29.0, 372.0)	(30.0, 531.0)	(31.0, 700.0)	(32.0, 889.0)	(33.0, 1296.0)	(34.0, 1858.0)	(35.0, 3107.0)	(36.0, 6695.0)	(37.0, 12416.0)
644B0_S91_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 2.0)	(12.0, 34.0)	(13.0, 113.0)	(14.0, 134.0)	(15.0, 58.0)	(16.0, 43.0)	(17.0, 51.0)	(18.0, 82.0)	(19.0, 112.0)	(20.0, 168.0)	(21.0, 204.0)	(22.0, 233.0)	(23.0, 304.0)	(24.0, 382.0)	(25.0, 528.0)	(26.0, 701.0)	(27.0, 887.0)	(28.0, 1183.0)	(29.0, 1648.0)	(30.0, 2227.0)	(31.0, 3102.0)	(32.0, 3908.0)	(33.0, 4984.0)	(34.0, 5117.0)	(35.0, 2754.0)	(36.0, 309.0)	(37.0, 1.0)
644B14_S92_L001_R1_001	(18.0, 1.0)	(19.0, 2.0)	(20.0, 13.0)	(21.0, 43.0)	(22.0, 68.0)	(23.0, 95.0)	(24.0, 125.0)	(25.0, 144.0)	(26.0, 163.0)	(27.0, 217.0)	(28.0, 278.0)	(29.0, 346.0)	(30.0, 431.0)	(31.0, 573.0)	(32.0, 822.0)	(33.0, 1121.0)	(34.0, 1700.0)	(35.0, 2804.0)	(36.0, 6214.0)	(37.0, 12538.0)																
644B14_S92_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 3.0)	(12.0, 31.0)	(13.0, 123.0)	(14.0, 99.0)	(15.0, 52.0)	(16.0, 58.0)	(17.0, 74.0)	(18.0, 86.0)	(19.0, 124.0)	(20.0, 162.0)	(21.0, 189.0)	(22.0, 273.0)	(23.0, 318.0)	(24.0, 391.0)	(25.0, 474.0)	(26.0, 653.0)	(27.0, 906.0)	(28.0, 1141.0)	(29.0, 1591.0)	(30.0, 2104.0)	(31.0, 2895.0)	(32.0, 3900.0)	(33.0, 5017.0)	(34.0, 4689.0)	(35.0, 2184.0)	(36.0, 158.0)	(37.0, 2.0)
651A0_S105_L001_R1_001	(17.0, 2.0)	(18.0, 10.0)	(19.0, 12.0)	(20.0, 32.0)	(21.0, 51.0)	(22.0, 167.0)	(23.0, 269.0)	(24.0, 278.0)	(25.0, 372.0)	(26.0, 481.0)	(27.0, 496.0)	(28.0, 640.0)	(29.0, 783.0)	(30.0, 945.0)	(31.0, 1252.0)	(32.0, 1670.0)	(33.0, 2307.0)	(34.0, 3333.0)	(35.0, 5854.0)	(36.0, 11980.0)	(37.0, 18152.0)															
651A0_S105_L001_R2_001	(10.0, 1.0)	(11.0, 4.0)	(12.0, 59.0)	(13.0, 180.0)	(14.0, 158.0)	(15.0, 88.0)	(16.0, 118.0)	(17.0, 159.0)	(18.0, 202.0)	(19.0, 243.0)	(20.0, 323.0)	(21.0, 464.0)	(22.0, 595.0)	(23.0, 687.0)	(24.0, 940.0)	(25.0, 1266.0)	(26.0, 1614.0)	(27.0, 2165.0)	(28.0, 2897.0)	(29.0, 3941.0)	(30.0, 5339.0)	(31.0, 6615.0)	(32.0, 7245.0)	(33.0, 6938.0)	(34.0, 5045.0)	(35.0, 1719.0)	(36.0, 80.0)	(37.0, 1.0)								
651A14_S106_L001_R1_001	(18.0, 1.0)	(19.0, 11.0)	(20.0, 20.0)	(21.0, 46.0)	(22.0, 108.0)	(23.0, 157.0)	(24.0, 194.0)	(25.0, 199.0)	(26.0, 289.0)	(27.0, 366.0)	(28.0, 412.0)	(29.0, 445.0)	(30.0, 639.0)	(31.0, 903.0)	(32.0, 1095.0)	(33.0, 1593.0)	(34.0, 2339.0)	(35.0, 3733.0)	(36.0, 7963.0)	(37.0, 13403.0)																
651A14_S106_L001_R2_001	(11.0, 3.0)	(12.0, 43.0)	(13.0, 143.0)	(14.0, 110.0)	(15.0, 67.0)	(16.0, 47.0)	(17.0, 67.0)	(18.0, 99.0)	(19.0, 117.0)	(20.0, 150.0)	(21.0, 215.0)	(22.0, 321.0)	(23.0, 356.0)	(24.0, 456.0)	(25.0, 660.0)	(26.0, 775.0)	(27.0, 1076.0)	(28.0, 1423.0)	(29.0, 2057.0)	(30.0, 2668.0)	(31.0, 3571.0)	(32.0, 4598.0)	(33.0, 5844.0)	(34.0, 5836.0)	(35.0, 2942.0)	(36.0, 266.0)	(37.0, 6.0)									
651B0_S107_L001_R1_001	(16.0, 1.0)	(17.0, 1.0)	(18.0, 4.0)	(19.0, 5.0)	(20.0, 20.0)	(21.0, 40.0)	(22.0, 63.0)	(23.0, 102.0)	(24.0, 151.0)	(25.0, 188.0)	(26.0, 228.0)	(27.0, 314.0)	(28.0, 328.0)	(29.0, 442.0)	(30.0, 538.0)	(31.0, 706.0)	(32.0, 945.0)	(33.0, 1348.0)	(34.0, 2032.0)	(35.0, 3433.0)	(36.0, 7424.0)	(37.0, 17298.0)														
651B0_S107_L001_R2_001	(11.0, 2.0)	(12.0, 37.0)	(13.0, 125.0)	(14.0, 70.0)	(15.0, 61.0)	(16.0, 70.0)	(17.0, 100.0)	(18.0, 111.0)	(19.0, 171.0)	(20.0, 223.0)	(21.0, 296.0)	(22.0, 333.0)	(23.0, 437.0)	(24.0, 542.0)	(25.0, 738.0)	(26.0, 889.0)	(27.0, 1171.0)	(28.0, 1552.0)	(29.0, 2130.0)	(30.0, 3003.0)	(31.0, 3847.0)	(32.0, 5380.0)	(33.0, 6526.0)	(34.0, 5539.0)	(35.0, 2131.0)	(36.0, 127.0)										
651B14_S108_L001_R1_001	(15.0, 1.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 3.0)	(19.0, 4.0)	(20.0, 12.0)	(21.0, 34.0)	(22.0, 78.0)	(23.0, 108.0)	(24.0, 130.0)	(25.0, 142.0)	(26.0, 188.0)	(27.0, 242.0)	(28.0, 295.0)	(29.0, 360.0)	(30.0, 467.0)	(31.0, 614.0)	(32.0, 749.0)	(33.0, 1072.0)	(34.0, 1627.0)	(35.0, 2680.0)	(36.0, 5709.0)	(37.0, 12251.0)													
651B14_S108_L001_R2_001	(11.0, 2.0)	(12.0, 36.0)	(13.0, 101.0)	(14.0, 85.0)	(15.0, 58.0)	(16.0, 57.0)	(17.0, 78.0)	(18.0, 82.0)	(19.0, 147.0)	(20.0, 166.0)	(21.0, 221.0)	(22.0, 280.0)	(23.0, 366.0)	(24.0, 459.0)	(25.0, 597.0)	(26.0, 750.0)	(27.0, 971.0)	(28.0, 1261.0)	(29.0, 1727.0)	(30.0, 2217.0)	(31.0, 2902.0)	(32.0, 3818.0)	(33.0, 4588.0)	(34.0, 4125.0)	(35.0, 1584.0)	(36.0, 87.0)	(37.0, 1.0)									
653A0_S113_L001_R1_001	(18.0, 2.0)	(19.0, 4.0)	(20.0, 19.0)	(21.0, 32.0)	(22.0, 70.0)	(23.0, 110.0)	(24.0, 109.0)	(25.0, 156.0)	(26.0, 176.0)	(27.0, 190.0)	(28.0, 310.0)	(29.0, 340.0)	(30.0, 468.0)	(31.0, 567.0)	(32.0, 824.0)	(33.0, 1072.0)	(34.0, 1673.0)	(35.0, 2699.0)	(36.0, 5889.0)	(37.0, 12272.0)																
653A0_S113_L001_R2_001	(10.0, 1.0)	(11.0, 1.0)	(12.0, 22.0)	(13.0, 121.0)	(14.0, 104.0)	(15.0, 50.0)	(16.0, 61.0)	(17.0, 75.0)	(18.0, 83.0)	(19.0, 130.0)	(20.0, 151.0)	(21.0, 184.0)	(22.0, 200.0)	(23.0, 298.0)	(24.0, 340.0)	(25.0, 450.0)	(26.0, 603.0)	(27.0, 753.0)	(28.0, 1006.0)	(29.0, 1476.0)	(30.0, 1888.0)	(31.0, 2605.0)	(32.0, 3635.0)	(33.0, 5041.0)	(34.0, 5079.0)	(35.0, 2433.0)	(36.0, 191.0)	(37.0, 1.0)								
653A14_S114_L001_R1_001	(18.0, 4.0)	(19.0, 7.0)	(20.0, 7.0)	(21.0, 49.0)	(22.0, 99.0)	(23.0, 127.0)	(24.0, 114.0)	(25.0, 154.0)	(26.0, 190.0)	(27.0, 243.0)	(28.0, 300.0)	(29.0, 367.0)	(30.0, 500.0)	(31.0, 620.0)	(32.0, 918.0)	(33.0, 1215.0)	(34.0, 1718.0)	(35.0, 2882.0)	(36.0, 5935.0)	(37.0, 10174.0)																
653A14_S114_L001_R2_001	(12.0, 31.0)	(13.0, 114.0)	(14.0, 92.0)	(15.0, 51.0)	(16.0, 51.0)	(17.0, 49.0)	(18.0, 88.0)	(19.0, 85.0)	(20.0, 91.0)	(21.0, 119.0)	(22.0, 180.0)	(23.0, 240.0)	(24.0, 301.0)	(25.0, 401.0)	(26.0, 557.0)	(27.0, 722.0)	(28.0, 953.0)	(29.0, 1284.0)	(30.0, 1714.0)	(31.0, 2325.0)	(32.0, 3295.0)	(33.0, 4510.0)	(34.0, 5343.0)	(35.0, 2799.0)	(36.0, 225.0)	(37.0, 3.0)										
653B0_S115_L001_R1_001	(15.0, 1.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 1.0)	(19.0, 6.0)	(20.0, 9.0)	(21.0, 39.0)	(22.0, 83.0)	(23.0, 100.0)	(24.0, 98.0)	(25.0, 150.0)	(26.0, 150.0)	(27.0, 194.0)	(28.0, 251.0)	(29.0, 338.0)	(30.0, 435.0)	(31.0, 514.0)	(32.0, 702.0)	(33.0, 999.0)	(34.0, 1497.0)	(35.0, 2501.0)	(36.0, 5640.0)	(37.0, 12071.0)													
653B0_S115_L001_R2_001	(11.0, 5.0)	(12.0, 22.0)	(13.0, 116.0)	(14.0, 96.0)	(15.0, 51.0)	(16.0, 41.0)	(17.0, 66.0)	(18.0, 93.0)	(19.0, 115.0)	(20.0, 162.0)	(21.0, 197.0)	(22.0, 221.0)	(23.0, 291.0)	(24.0, 354.0)	(25.0, 456.0)	(26.0, 587.0)	(27.0, 801.0)	(28.0, 1025.0)	(29.0, 1414.0)	(30.0, 1805.0)	(31.0, 2545.0)	(32.0, 3638.0)	(33.0, 4792.0)	(34.0, 4743.0)	(35.0, 2038.0)	(36.0, 105.0)										
