Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
583A14_S130_L001_R2_001	(1.0, 8.798877657469694)	(2.0, 1.5252347206734054)	(3.0, 1.0144249793158029)	(4.0, 0.7050613331414799)	(5.0, 0.3597251699701428)	(6.0, 0.30216914277491996)	(7.0, 0.30216914277491996)	(8.0, 0.14389006798805712)	(9.0, 0.16187632648656428)	('>10', 5.762797222921688)	('>50', 5.072124896579014)	('>100', 18.622972049354296)	('>500', 24.374977517176877)	('>1k', 32.853699773373144)	('>5k', 0.0)	('>10k+', 0.0)
583B0_S131_L001_R1_001	(1.0, 4.25501058676799)	(2.0, 1.33422281521014)	(3.0, 0.8701453142674827)	(4.0, 0.7077181889375526)	(5.0, 0.4350726571337413)	(6.0, 0.556893001131189)	(7.0, 0.38576442265858396)	(8.0, 0.34805812570699307)	(9.0, 0.600400266844563)	('>10', 8.080749485164022)	('>50', 5.087449604083882)	('>100', 10.90582127215245)	('>500', 12.886852104301418)	('>1k', 53.54584215563999)	('>5k', 0.0)	('>10k+', 0.0)
583B0_S131_L001_R2_001	(1.0, 7.129390608231574)	(2.0, 1.5662615656814687)	(3.0, 0.9745627519795805)	(4.0, 0.7657278765553848)	(5.0, 0.4495750790381994)	(6.0, 0.5394900948458393)	(7.0, 0.42637120399106654)	(8.0, 0.44087362589552453)	(9.0, 0.20883487542419582)	('>10', 2.6510427241349306)	('>50', 3.9678626330597213)	('>100', 15.117324593207066)	('>500', 3.0861153812686717)	('>1k', 62.67656698668678)	('>5k', 0.0)	('>10k+', 0.0)
583B14_S132_L001_R1_001	(1.0, 6.282251889336485)	(2.0, 1.9309518260811664)	(3.0, 1.0487065951992542)	(4.0, 0.8922329127409528)	(5.0, 0.8988913673136465)	(6.0, 0.4594333655158637)	(7.0, 0.559310184106269)	(8.0, 0.39950727436162065)	(9.0, 0.4794087292339448)	('>10', 7.324300029963046)	('>50', 7.027998801478177)	('>100', 37.94320338249492)	('>500', 11.41592036488331)	('>1k', 23.33788327729134)	('>5k', 0.0)	('>10k+', 0.0)
583B14_S132_L001_R2_001	(1.0, 9.674734494123914)	(2.0, 1.8910010986450045)	(3.0, 1.1885341412258215)	(4.0, 0.8389652761594033)	(5.0, 0.44944568365682325)	(6.0, 0.37953191064353964)	(7.0, 0.2796550920531345)	(8.0, 0.39950727436162065)	(9.0, 0.26966741019409396)	('>10', 3.655491560408829)	('>50', 4.404567699836868)	('>100', 25.818157605619735)	('>500', 20.870925858108333)	('>1k', 29.87981489496288)	('>5k', 0.0)	('>10k+', 0.0)
586A0_S109_L001_R1_001	(1.0, 5.823482486039596)	(2.0, 1.631735441293785)	(3.0, 1.2074842265574008)	(4.0, 0.8267459569221843)	(5.0, 0.7433461454782798)	(6.0, 0.5656682863151787)	(7.0, 0.5330335774893031)	(8.0, 0.6381898614837914)	(9.0, 0.29371237943288125)	('>10', 9.308144172891435)	('>50', 7.2666618318949885)	('>100', 25.774167814924944)	('>500', 18.50750598302995)	('>1k', 26.880121836246285)	('>5k', 0.0)	('>10k+', 0.0)
586A0_S109_L001_R2_001	(1.0, 8.118790340126187)	(2.0, 1.7622742765972876)	(3.0, 0.9464065559503952)	(4.0, 0.8847632170570744)	(5.0, 0.7796069330625861)	(6.0, 0.435129451011676)	(7.0, 0.3045906157081732)	(8.0, 0.3771121908767858)	(9.0, 0.22844296178112988)	('>10', 5.141779679454637)	('>50', 5.159910073246791)	('>100', 26.553774747987525)	('>500', 5.885125824932918)	('>1k', 43.42229313220683)	('>5k', 0.0)	('>10k+', 0.0)
586A14_S110_L001_R1_001	(1.0, 6.36979447309676)	(2.0, 1.6549919174813335)	(3.0, 0.9929951504887999)	(4.0, 0.8775305981063815)	(5.0, 0.6158109460395659)	(6.0, 0.8082518666769302)	(7.0, 0.3502424755600031)	(8.0, 0.6466014933415442)	(9.0, 0.5195904857208837)	('>10', 9.633592487106458)	('>50', 8.005542298514357)	('>100', 31.52567161881302)	('>500', 11.230852128396581)	('>1k', 26.76853206065738)	('>5k', 0.0)	('>10k+', 0.0)
586A14_S110_L001_R2_001	(1.0, 8.706027249634364)	(2.0, 1.8628281117696865)	(3.0, 1.0276345162035256)	(4.0, 0.6773920406435224)	(5.0, 0.5003463936571473)	(6.0, 0.2540220152413209)	(7.0, 0.45800939111692707)	(8.0, 0.21553383111384805)	(9.0, 0.1731968285736279)	('>10', 7.027942421676546)	('>50', 6.700792856593026)	('>100', 25.675467631437147)	('>500', 15.57616811638827)	('>1k', 31.14463859595104)	('>5k', 0.0)	('>10k+', 0.0)
586B0_S111_L001_R1_001	(1.0, 6.346720363948241)	(2.0, 1.7749934742886977)	(3.0, 1.096319498825372)	(4.0, 0.9546183391132491)	(5.0, 0.950889361226088)	(6.0, 0.604094417720103)	(7.0, 0.8352910467240929)	(8.0, 0.5668046388484916)	(9.0, 0.5034120147667525)	('>10', 8.35663944512809)	('>50', 4.12797852108737)	('>100', 38.29287392325764)	('>500', 21.087369951896186)	('>1k', 14.501995003169633)	('>5k', 0.0)	('>10k+', 0.0)
586B0_S111_L001_R2_001	(1.0, 7.9501808554275275)	(2.0, 1.5736286683819964)	(3.0, 0.9173285602416377)	(4.0, 0.7607114889808703)	(5.0, 0.577991572509975)	(6.0, 0.7159637543349368)	(7.0, 0.39154267815191857)	(8.0, 0.5966364619457807)	(9.0, 0.3020472088600515)	('>10', 3.6730432188537123)	('>50', 4.16153932207182)	('>100', 24.081739195286573)	('>500', 16.44106350449342)	('>1k', 37.856583510459785)	('>5k', 0.0)	('>10k+', 0.0)
586B14_S112_L001_R1_001	(1.0, 6.9287356321839075)	(2.0, 2.022988505747126)	(3.0, 1.3379310344827586)	(4.0, 1.085057471264368)	(5.0, 0.6896551724137931)	(6.0, 0.8275862068965517)	(7.0, 0.3218390804597701)	(8.0, 0.6988505747126437)	(9.0, 0.41379310344827586)	('>10', 7.388505747126437)	('>50', 6.685057471264368)	('>100', 35.291954022988506)	('>500', 12.88735632183908)	('>1k', 23.420689655172414)	('>5k', 0.0)	('>10k+', 0.0)
586B14_S112_L001_R2_001	(1.0, 10.597701149425287)	(2.0, 2.0873563218390805)	(3.0, 1.2275862068965517)	(4.0, 0.7908045977011495)	(5.0, 0.8505747126436782)	(6.0, 0.46896551724137936)	(7.0, 0.5471264367816092)	(8.0, 0.367816091954023)	(9.0, 0.24827586206896554)	('>10', 3.627586206896552)	('>50', 5.540229885057471)	('>100', 25.79770114942529)	('>500', 13.38390804597701)	('>1k', 34.46436781609196)	('>5k', 0.0)	('>10k+', 0.0)
597A0_S121_L001_R1_001	(1.0, 4.588363729771385)	(2.0, 1.45774466992037)	(3.0, 0.8958386848189057)	(4.0, 0.5522733110711534)	(5.0, 0.7706139224248651)	(6.0, 0.42383765733367584)	(7.0, 0.6068584639095813)	(8.0, 0.35961983046493706)	(9.0, 0.23118417672745953)	('>10', 7.988697662471102)	('>50', 5.962625224762394)	('>100', 6.932314410480349)	('>500', 12.5)	('>1k', 56.73002825584382)	('>5k', 0.0)	('>10k+', 0.0)
597A0_S121_L001_R2_001	(1.0, 7.789622399178012)	(2.0, 1.8237862830721807)	(3.0, 0.8380426406370408)	(4.0, 0.565116876444901)	(5.0, 0.3371435910608785)	(6.0, 0.36604161315181094)	(7.0, 0.3146673516568199)	(8.0, 0.2825584382224505)	(9.0, 0.28898022090932446)	('>10', 5.089262779347547)	('>50', 4.565887490367325)	('>100', 12.031209863858207)	('>500', 10.724377087079374)	('>1k', 54.98330336501412)	('>5k', 0.0)	('>10k+', 0.0)
597A14_S122_L001_R1_001	(1.0, 5.510911103967999)	(2.0, 1.7714918389942498)	(3.0, 0.900032144005143)	(4.0, 0.7143112254009072)	(5.0, 0.5178756384156576)	(6.0, 0.7500267866709525)	(7.0, 0.4500160720025715)	(8.0, 0.34286938819243545)	(9.0, 0.22500803600128574)	('>10', 8.646737383477982)	('>50', 5.70020357869924)	('>100', 18.429229615343402)	('>500', 18.089931783277972)	('>1k', 37.951355405550196)	('>5k', 0.0)	('>10k+', 0.0)
597A14_S122_L001_R2_001	(1.0, 7.914568377442051)	(2.0, 1.685774491946141)	(3.0, 1.0178934961962927)	(4.0, 0.6571663273688345)	(5.0, 0.37501339333547623)	(6.0, 0.3857280617164899)	(7.0, 0.2750098217793493)	(8.0, 0.200007143112254)	(9.0, 0.12857602057216327)	('>10', 5.553769777492054)	('>50', 5.403764420157862)	('>100', 18.8185292331869)	('>500', 12.225436622736527)	('>1k', 45.3587628129576)	('>5k', 0.0)	('>10k+', 0.0)
597B0_S123_L001_R1_001	(1.0, 7.434456928838952)	(2.0, 2.359550561797753)	(3.0, 1.9662921348314606)	(4.0, 1.1235955056179776)	(5.0, 1.0299625468164793)	(6.0, 0.6741573033707865)	(7.0, 0.7865168539325843)	(8.0, 0.8988764044943821)	(9.0, 1.1797752808988764)	('>10', 11.142322097378276)	('>50', 11.94756554307116)	('>100', 45.056179775280896)	('>500', 14.400749063670412)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
597B0_S123_L001_R2_001	(1.0, 11.235955056179774)	(2.0, 1.947565543071161)	(3.0, 0.9550561797752809)	(4.0, 0.599250936329588)	(5.0, 0.5617977528089888)	(6.0, 0.33707865168539325)	(7.0, 0.6554307116104869)	(8.0, 0.149812734082397)	(9.0, 0.0)	('>10', 5.730337078651685)	('>50', 6.123595505617978)	('>100', 60.168539325842694)	('>500', 11.535580524344569)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
597B14_S124_L001_R1_001	(1.0, 6.351561396071783)	(2.0, 1.7380245866892752)	(3.0, 1.006782534972446)	(4.0, 0.791295746785361)	(5.0, 0.6358626536668079)	(6.0, 0.6570580754557015)	(7.0, 0.7665677546983185)	(8.0, 0.5369506853186379)	(9.0, 0.31793132683340397)	('>10', 9.2765296029391)	('>50', 7.259431962696057)	('>100', 29.20729122509538)	('>500', 8.149639677829589)	('>1k', 33.305072770948144)	('>5k', 0.0)	('>10k+', 0.0)
597B14_S124_L001_R2_001	(1.0, 9.251801610852056)	(2.0, 1.8298714144411472)	(3.0, 1.049173378550233)	(4.0, 0.5228204041260421)	(5.0, 0.2826056238519147)	(6.0, 0.4027130139889784)	(7.0, 0.2472799208704253)	(8.0, 0.1695633743111488)	(9.0, 0.22255192878338279)	('>10', 5.994771795958739)	('>50', 4.094248975554613)	('>100', 24.222834534407234)	('>500', 24.650275540483253)	('>1k', 27.059488483820825)	('>5k', 0.0)	('>10k+', 0.0)
603A0_S13_L001_R1_001	(1.0, 8.05144824792384)	(2.0, 2.3597326311525215)	(3.0, 1.5039497670650193)	(4.0, 1.0937816487745595)	(5.0, 0.9621227466072514)	(6.0, 0.8811018837350618)	(7.0, 0.6025926676119101)	(8.0, 0.5266356086692323)	(9.0, 0.45574235365606647)	('>10', 16.583957869151305)	('>50', 8.345148875835527)	('>100', 40.631962730403075)	('>500', 11.484707312132874)	('>1k', 6.5171156572817495)	('>5k', 0.0)	('>10k+', 0.0)
603A0_S13_L001_R2_001	(1.0, 9.413611504962528)	(2.0, 1.873607453919384)	(3.0, 0.8962932955235974)	(4.0, 0.6684221186955641)	(5.0, 0.5316994125987442)	(6.0, 0.5468908243872798)	(7.0, 0.3899129025724124)	(8.0, 0.3240834514887584)	(9.0, 0.4101681182904598)	('>10', 4.673891026939437)	('>50', 4.937208831274053)	('>100', 22.275673485922624)	('>500', 16.609276888798867)	('>1k', 36.44926068462629)	('>5k', 0.0)	('>10k+', 0.0)
603A14_S14_L001_R1_001	(1.0, 7.936668011294877)	(2.0, 1.9766034691407826)	(3.0, 1.2706736587333602)	(4.0, 0.9883017345703913)	(5.0, 0.8572004840661557)	(6.0, 0.9076240419524002)	(7.0, 0.7059298104074223)	(8.0, 0.5647438483259379)	(9.0, 0.49919322307382014)	('>10', 12.696651875756354)	('>50', 8.289632916498588)	('>100', 32.80556676079064)	('>500', 15.061516740621217)	('>1k', 15.439693424768052)	('>5k', 0.0)	('>10k+', 0.0)
603A14_S14_L001_R2_001	(1.0, 8.72327551432029)	(2.0, 1.9665187575635334)	(3.0, 0.9681323114158934)	(4.0, 0.7664380798709157)	(5.0, 0.30254134731746674)	(6.0, 0.21177894312222673)	(7.0, 0.17648245260185558)	(8.0, 0.24203307785397335)	(9.0, 0.09076240419524002)	('>10', 4.129689390883421)	('>50', 2.5615167406212183)	('>100', 16.61960467930617)	('>500', 22.272085518354174)	('>1k', 40.96914078257362)	('>5k', 0.0)	('>10k+', 0.0)
603B0_S15_L001_R1_001	(1.0, 7.167446376555741)	(2.0, 2.0831494394915704)	(3.0, 1.3372760173007325)	(4.0, 1.0768823373642864)	(5.0, 0.7502868743931503)	(6.0, 0.741459969988525)	(7.0, 0.5560949774913938)	(8.0, 0.6708447347515226)	(9.0, 0.4766528378497661)	('>10', 13.408067790625827)	('>50', 12.273810574631478)	('>100', 18.532085797510813)	('>500', 22.332068143702003)	('>1k', 18.59387412834319)	('>5k', 0.0)	('>10k+', 0.0)
603B0_S15_L001_R2_001	(1.0, 7.9795215817812695)	(2.0, 1.7565539765204343)	(3.0, 1.2975549474799186)	(4.0, 0.7238061611792744)	(5.0, 0.5075470032659546)	(6.0, 0.3177685585665107)	(7.0, 0.3707299849942625)	(8.0, 0.3530761761850119)	(9.0, 0.19860534910406918)	('>10', 5.026922058434107)	('>50', 2.8952246447170977)	('>100', 9.427133904139819)	('>500', 20.49607202753994)	('>1k', 48.64948362609233)	('>5k', 0.0)	('>10k+', 0.0)
603B14_S16_L001_R1_001	(1.0, 7.562184727778744)	(2.0, 2.17429118107497)	(3.0, 1.1610714906940338)	(4.0, 0.869716472429988)	(5.0, 0.6305444425117412)	(6.0, 0.7044703426682901)	(7.0, 0.6696816837710906)	(8.0, 0.5218298834579926)	(9.0, 0.35223517133414506)	('>10', 14.328578883284049)	('>50', 6.475039137241259)	('>100', 37.73264915637502)	('>500', 14.17202991824665)	('>1k', 12.645677509132023)	('>5k', 0.0)	('>10k+', 0.0)
603B14_S16_L001_R2_001	(1.0, 9.553835449643417)	(2.0, 1.7655244390328753)	(3.0, 1.004522525656636)	(4.0, 0.6609845190467908)	(5.0, 0.6522873543224909)	(6.0, 0.2609149417289963)	(7.0, 0.1217603061401983)	(8.0, 0.27830927117759613)	(9.0, 0.23482344755609671)	('>10', 4.431205427030788)	('>50', 2.84397286484606)	('>100', 12.497825708818926)	('>500', 27.974430335710558)	('>1k', 37.719603409288574)	('>5k', 0.0)	('>10k+', 0.0)
607A0_S5_L001_R1_001	(1.0, 7.907537844884617)	(2.0, 2.731836401136319)	(3.0, 1.6344320348678836)	(4.0, 1.3698097054130833)	(5.0, 1.0117912596801182)	(6.0, 0.747168930225318)	(7.0, 0.8172160174339418)	(8.0, 0.8405650465034828)	(9.0, 0.665447328481924)	('>10', 11.806825699497995)	('>50', 7.674047554189205)	('>100', 48.550414445265986)	('>500', 10.05954002412733)	('>1k', 4.183367708292797)	('>5k', 0.0)	('>10k+', 0.0)
607A0_S5_L001_R2_001	(1.0, 8.697513328404094)	(2.0, 1.9068373740125308)	(3.0, 0.9456356773164183)	(4.0, 0.607074755808071)	(5.0, 0.48643810561544143)	(6.0, 0.2801883488344943)	(7.0, 0.2724053391446472)	(8.0, 0.34245242635327083)	(9.0, 0.2101412616258707)	('>10', 3.451764797447173)	('>50', 3.408958244153014)	('>100', 26.065299451297818)	('>500', 18.23559170331167)	('>1k', 35.08969918667549)	('>5k', 0.0)	('>10k+', 0.0)
607A14_S6_L001_R1_001	(1.0, 8.008734955055608)	(2.0, 2.4681326494337514)	(3.0, 1.675892539738967)	(4.0, 1.157889391092377)	(5.0, 0.7109847138286527)	(6.0, 0.9141232034939821)	(7.0, 0.7109847138286527)	(8.0, 0.609415468995988)	(9.0, 0.7312985627951857)	('>10', 15.900665278553655)	('>50', 9.649078259103144)	('>100', 18.978213396983392)	('>500', 22.375704636636026)	('>1k', 16.108882230460615)	('>5k', 0.0)	('>10k+', 0.0)
607A14_S6_L001_R2_001	(1.0, 9.115839723731654)	(2.0, 1.7977756335381647)	(3.0, 1.2493017114417755)	(4.0, 0.4672185262302575)	(5.0, 0.38088466812249255)	(6.0, 0.36564928139759284)	(7.0, 0.14219694276573053)	(8.0, 0.2437661875983952)	(9.0, 0.22853080087349553)	('>10', 4.286222131938449)	('>50', 2.2751510842516884)	('>100', 23.25935706668021)	('>500', 26.875222182723075)	('>1k', 29.312884058707024)	('>5k', 0.0)	('>10k+', 0.0)
607B0_S7_L001_R1_001	(1.0, 7.165210892615255)	(2.0, 2.33546639263861)	(3.0, 1.2471390536690177)	(4.0, 0.9528702881965528)	(5.0, 0.8874772292026718)	(6.0, 0.616563127656593)	(7.0, 0.7193236489326919)	(8.0, 1.083656406184315)	(9.0, 0.6305759260124247)	('>10', 14.101546078751928)	('>50', 9.010229342799757)	('>100', 22.66336587416507)	('>500', 21.584380400766033)	('>1k', 17.00219533840908)	('>5k', 0.0)	('>10k+', 0.0)
607B0_S7_L001_R2_001	(1.0, 9.103647998505302)	(2.0, 1.9898173665280956)	(3.0, 0.8968190947732262)	(4.0, 0.597879396515484)	(5.0, 0.700639917791583)	(6.0, 0.3082815638282965)	(7.0, 0.29426876547246483)	(8.0, 0.2615722359755243)	(9.0, 0.2522303704049699)	('>10', 4.390676818160586)	('>50', 3.4331355971787567)	('>100', 24.746601896398708)	('>500', 16.292213555046942)	('>1k', 36.73221542342006)	('>5k', 0.0)	('>10k+', 0.0)
607B14_S8_L001_R1_001	(1.0, 7.781305728328476)	(2.0, 2.5227262841981646)	(3.0, 1.330955591318342)	(4.0, 0.974294289069636)	(5.0, 0.8046626940976903)	(6.0, 0.9134008960027837)	(7.0, 0.5784872341350963)	(8.0, 0.8003131660214867)	(9.0, 0.4697490322300031)	('>10', 15.458222782828063)	('>50', 10.277934844069419)	('>100', 21.543212561437084)	('>500', 20.7428993954156)	('>1k', 15.801835500848158)	('>5k', 0.0)	('>10k+', 0.0)
607B14_S8_L001_R2_001	(1.0, 9.56896176764821)	(2.0, 1.9659866904440868)	(3.0, 0.9786438171458398)	(4.0, 0.7307207168022269)	(5.0, 0.5219433691444478)	(6.0, 0.49584620068722546)	(7.0, 0.243573572267409)	(8.0, 0.34796224609629856)	(9.0, 0.2740202688008351)	('>10', 4.536557783480492)	('>50', 4.2277412900700275)	('>100', 20.334043756252445)	('>500', 21.682397459875606)	('>1k', 34.09160106128485)	('>5k', 0.0)	('>10k+', 0.0)
610A0_S21_L001_R1_001	(1.0, 6.651543038137225)	(2.0, 1.9090014124898345)	(3.0, 1.2070367675384155)	(4.0, 1.0272653340752471)	(5.0, 0.791850361683003)	(6.0, 0.719085733852673)	(7.0, 0.44942858365792066)	(8.0, 0.5821170226426401)	(9.0, 0.4237469503060394)	('>10', 10.1870478962462)	('>50', 5.598596070710097)	('>100', 32.38453965672217)	('>500', 14.980952788597355)	('>1k', 23.08778838334118)	('>5k', 0.0)	('>10k+', 0.0)
610A0_S21_L001_R2_001	(1.0, 10.139964901767753)	(2.0, 2.1058939348542567)	(3.0, 1.09146941745495)	(4.0, 0.5992381115438942)	(5.0, 0.3424217780250824)	(6.0, 0.20545306681504943)	(7.0, 0.2996190557719471)	(8.0, 0.1712108890125412)	(9.0, 0.1540898001112871)	('>10', 3.723836836022771)	('>50', 1.7591918846038608)	('>100', 31.62265120061636)	('>500', 21.285793776484184)	('>1k', 26.499165346916065)	('>5k', 0.0)	('>10k+', 0.0)
610A14_S22_L001_R1_001	(1.0, 5.904028824107435)	(2.0, 1.957091385522437)	(3.0, 1.326564035375041)	(4.0, 0.9662626924336719)	(5.0, 0.5322633475270226)	(6.0, 0.6632820176875205)	(7.0, 0.40124467736652475)	(8.0, 0.5895840157222404)	(9.0, 0.4053390108090403)	('>10', 10.98919095971176)	('>50', 6.923517851293809)	('>100', 17.490992466426466)	('>500', 21.650835244022275)	('>1k', 30.199803471994755)	('>5k', 0.0)	('>10k+', 0.0)
610A14_S22_L001_R2_001	(1.0, 9.15492957746479)	(2.0, 2.1536193907631835)	(3.0, 0.982640026203734)	(4.0, 0.6878480183426138)	(5.0, 0.491320013101867)	(6.0, 0.31935800851621354)	(7.0, 0.11464133639043562)	(8.0, 0.13101867016049787)	(9.0, 0.18424500491320012)	('>10', 3.5293154274484118)	('>50', 1.5189977071732723)	('>100', 14.54716672125778)	('>500', 25.56501801506715)	('>1k', 40.619882083196856)	('>5k', 0.0)	('>10k+', 0.0)
610B0_S23_L001_R1_001	(1.0, 5.963142580019399)	(2.0, 1.606207565470417)	(3.0, 1.1988360814742967)	(4.0, 0.7293889427740058)	(5.0, 0.6013579049466538)	(6.0, 0.6052376333656644)	(7.0, 0.5974781765276431)	(8.0, 0.527643064985451)	(9.0, 0.4190106692531522)	('>10', 11.697381183317168)	('>50', 5.594568380213385)	('>100', 26.502424830261884)	('>500', 22.27352085354025)	('>1k', 21.68380213385063)	('>5k', 0.0)	('>10k+', 0.0)
610B0_S23_L001_R2_001	(1.0, 8.75266731328807)	(2.0, 1.939864209505335)	(3.0, 0.9078564500484967)	(4.0, 0.5121241513094084)	(5.0, 0.3491755577109602)	(6.0, 0.48884578079534435)	(7.0, 0.24442289039767218)	(8.0, 0.15518913676042675)	(9.0, 0.2095053346265761)	('>10', 3.332686711930165)	('>50', 3.747817652764306)	('>100', 17.136760426770124)	('>500', 21.354025218234725)	('>1k', 40.86905916585839)	('>5k', 0.0)	('>10k+', 0.0)
610B14_S24_L001_R1_001	(1.0, 7.608590030123409)	(2.0, 1.8851423573996697)	(3.0, 1.2826741813234865)	(4.0, 0.9717228646390049)	(5.0, 0.9717228646390049)	(6.0, 1.0494606938101252)	(7.0, 0.5101545039354777)	(8.0, 0.5441648041978429)	(9.0, 0.5247303469050626)	('>10', 12.243708094451462)	('>50', 5.436789427655233)	('>100', 31.585851715090858)	('>500', 20.221552813137695)	('>1k', 15.163735302691672)	('>5k', 0.0)	('>10k+', 0.0)
610B14_S24_L001_R2_001	(1.0, 10.922164998542417)	(2.0, 1.9531629579243999)	(3.0, 1.0494606938101252)	(4.0, 0.6219026333689631)	(5.0, 0.5344475755514527)	(6.0, 0.46642697502672237)	(7.0, 0.30609270236128655)	(8.0, 0.31095131668448156)	(9.0, 0.2623651734525313)	('>10', 3.6779710426586334)	('>50', 2.8422893790690895)	('>100', 27.106209309105044)	('>500', 26.683509862987076)	('>1k', 23.26304537945778)	('>5k', 0.0)	('>10k+', 0.0)
612A0_S41_L001_R1_001	(1.0, 6.925434116445352)	(2.0, 2.247191011235955)	(3.0, 1.6547497446373853)	(4.0, 0.9397344228804902)	(5.0, 0.9703779366700716)	(6.0, 0.7354443309499489)	(7.0, 0.7865168539325843)	(8.0, 0.9805924412665985)	(9.0, 0.45965270684371806)	('>10', 9.40755873340143)	('>50', 4.8518896833503575)	('>100', 38.54954034729315)	('>500', 18.100102145045966)	('>1k', 13.391215526046988)	('>5k', 0.0)	('>10k+', 0.0)
612A0_S41_L001_R2_001	(1.0, 10.07150153217569)	(2.0, 2.104187946884576)	(3.0, 0.8886618998978549)	(4.0, 0.5720122574055159)	(5.0, 0.40858018386108275)	(6.0, 0.18386108273748722)	(7.0, 0.21450459652706844)	(8.0, 0.08171603677221655)	(9.0, 0.18386108273748722)	('>10', 2.267620020429009)	('>50', 0.0)	('>100', 39.284984678243106)	('>500', 32.77834525025536)	('>1k', 10.960163432073545)	('>5k', 0.0)	('>10k+', 0.0)
612A14_S42_L001_R1_001	(1.0, 5.550016616816218)	(2.0, 1.7402338439227771)	(3.0, 1.0060726910178555)	(4.0, 0.9426266654581709)	(5.0, 0.7099912384059942)	(6.0, 0.489440768603281)	(7.0, 0.5498655548505997)	(8.0, 0.314208888486057)	(9.0, 0.46224961479198773)	('>10', 9.954983534245748)	('>50', 5.169340463458111)	('>100', 25.29079428381522)	('>500', 20.520257409589412)	('>1k', 27.299918426538568)	('>5k', 0.0)	('>10k+', 0.0)
612A14_S42_L001_R2_001	(1.0, 7.2358681531164075)	(2.0, 1.7100214507991178)	(3.0, 1.0513912807033445)	(4.0, 0.6405027342215777)	(5.0, 0.42297350373123055)	(6.0, 0.4169310251064987)	(7.0, 0.27493277742529987)	(8.0, 0.16918940149249223)	(9.0, 0.10876461524517357)	('>10', 3.214598628357352)	('>50', 1.4653010664974773)	('>100', 5.577207770627511)	('>500', 13.985316776941904)	('>1k', 63.72700081573461)	('>5k', 0.0)	('>10k+', 0.0)
612B0_S43_L001_R1_001	(1.0, 6.622109826589595)	(2.0, 1.8424855491329482)	(3.0, 1.3547687861271676)	(4.0, 0.8959537572254336)	(5.0, 0.7767341040462428)	(6.0, 0.41184971098265893)	(7.0, 0.8092485549132947)	(8.0, 0.40462427745664736)	(9.0, 0.5527456647398844)	('>10', 10.23121387283237)	('>50', 8.092485549132949)	('>100', 26.61849710982659)	('>500', 24.432803468208093)	('>1k', 16.954479768786126)	('>5k', 0.0)	('>10k+', 0.0)
612B0_S43_L001_R2_001	(1.0, 8.193641618497109)	(2.0, 1.94364161849711)	(3.0, 1.0296242774566473)	(4.0, 0.6358381502890174)	(5.0, 0.3973988439306358)	(6.0, 0.30346820809248554)	(7.0, 0.15173410404624277)	(8.0, 0.1445086705202312)	(9.0, 0.19508670520231214)	('>10', 3.1539017341040463)	('>50', 1.2969653179190752)	('>100', 13.796965317919074)	('>500', 22.57586705202312)	('>1k', 46.18135838150289)	('>5k', 0.0)	('>10k+', 0.0)
612B14_S44_L001_R1_001	(1.0, 6.264175051908641)	(2.0, 1.7952403769365917)	(3.0, 1.4470531863919502)	(4.0, 0.9199808337326306)	(5.0, 0.5270723526593196)	(6.0, 0.6324868231911835)	(7.0, 0.5142948410796998)	(8.0, 0.2811052547516371)	(9.0, 0.48873981792046)	('>10', 9.966459032103497)	('>50', 6.142788691902252)	('>100', 29.51285737102699)	('>500', 14.16706596390353)	('>1k', 27.340680402491614)	('>5k', 0.0)	('>10k+', 0.0)
612B14_S44_L001_R2_001	(1.0, 8.27663312569877)	(2.0, 1.6610765053505832)	(3.0, 1.1020603737422137)	(4.0, 0.6260980674013735)	(5.0, 0.4472129052866954)	(6.0, 0.34499281264973647)	(7.0, 0.26832774317201724)	(8.0, 0.17888516211467817)	(9.0, 0.20124580737901293)	('>10', 3.1464622264813924)	('>50', 1.7824628653569718)	('>100', 8.931480594154289)	('>500', 21.8016291327264)	('>1k', 51.23143267848587)	('>5k', 0.0)	('>10k+', 0.0)
613A0_S49_L001_R1_001	(1.0, 4.8397986149958525)	(2.0, 1.5508960089504447)	(3.0, 0.9432688412646362)	(4.0, 0.6327038444474451)	(5.0, 0.6269169190409135)	(6.0, 0.37036322601801663)	(7.0, 0.39158195250863215)	(8.0, 0.3549314249339326)	(9.0, 0.31249397195270157)	('>10', 7.332034490075423)	('>50', 5.430065006462067)	('>100', 21.581373816091514)	('>500', 4.434713836538648)	('>1k', 36.17021276595745)	('>5k', 15.028645280762332)	('>10k+', 0.0)
613A0_S49_L001_R2_001	(1.0, 7.085125672730079)	(2.0, 1.4158677494647094)	(3.0, 0.8506780347601319)	(4.0, 0.7175787504099072)	(5.0, 0.5015335352327309)	(6.0, 0.4398063308963947)	(7.0, 0.4590960822514998)	(8.0, 0.27777241951351245)	(9.0, 0.2430508670743234)	('>10', 2.4652302231824232)	('>50', 2.872243976775139)	('>100', 13.902123801624198)	('>500', 8.576223452479697)	('>1k', 46.7950078123493)	('>5k', 13.398661291255957)	('>10k+', 0.0)
